athlete_id,true_label,rf_pred,rf_pred_proba,xgb_pred,xgb_pred_proba,model_set
107494,0,0,0.16296662985222846,0,0.028383331,Model_C
184812,0,0,0.020920809197782206,0,0.0016517603,Model_C
191729,0,0,0.07756837027622758,0,0.004530801,Model_C
233186,0,0,0.028380550621493344,0,0.0025615382,Model_C
479316,0,0,0.06108605376026881,0,0.0031029447,Model_C
516533,0,0,0.04526175307817804,0,0.0052512037,Model_C
529961,0,0,0.03880862222537451,0,0.007578285,Model_C
530452,0,0,0.06712047989809794,0,0.014526094,Model_C
530478,0,0,0.425319864047615,0,0.19670473,Model_C
530622,0,0,0.3827055328241219,0,0.12026373,Model_C
531643,0,1,0.7161549937336632,0,0.17745647,Model_C
537873,0,1,0.5768197115125031,0,0.21698548,Model_C
538251,0,0,0.08189021678223889,0,0.009404159,Model_C
538261,0,0,0.048762577585266836,0,0.008356189,Model_C
545220,0,0,0.18974475996490306,0,0.034915842,Model_C
545245,0,0,0.18231677219368447,0,0.10143421,Model_C
545295,0,0,0.06782767790280465,0,0.0069530774,Model_C
545303,0,0,0.15666406148054568,0,0.017834626,Model_C
545304,0,1,0.5393534910023342,0,0.15372424,Model_C
545343,0,0,0.3509793594551246,0,0.039255396,Model_C
545350,0,0,0.10498957865684343,0,0.016814088,Model_C
545351,0,0,0.48956997760842763,0,0.13438053,Model_C
545365,0,0,0.18960150863526973,0,0.038756214,Model_C
545372,0,0,0.24874707820465744,0,0.047094695,Model_C
545382,0,1,0.6703334147578178,0,0.21018429,Model_C
545384,0,1,0.8186400821827603,0,0.27893162,Model_C
545408,0,0,0.3712752778496493,0,0.076515265,Model_C
545449,0,0,0.3589223530890968,0,0.08778227,Model_C
545514,0,0,0.33474101910107884,0,0.033524346,Model_C
545531,0,0,0.16445544714235072,0,0.03307464,Model_C
545540,0,0,0.12460454159354516,0,0.01795658,Model_C
545612,0,0,0.17831681862161125,0,0.025112046,Model_C
545645,0,0,0.2522999970320647,0,0.031070989,Model_C
545682,0,0,0.45134066664768546,0,0.07211152,Model_C
545701,0,0,0.10900870027563313,0,0.011662285,Model_C
